gvkey,fyear,datadate,conm,fic,cik,ein
238619,1997,19971231,THERMOCOMPACT SA,FRA,NA,
238620,1997,19971231,FIBERTEX NONWOVENS,FRA,NA,
238623,1998,19990331,TR SERVICES,FRA,NA,
238624,1998,19981231,TEAMLOG,FRA,NA,
238637,1998,19980831,TRIGANO SA,FRA,NA,
238656,1997,19971231,DUC SA,FRA,NA,
238677,1997,19980331,AES LABORATOIRE GROUPE SA,FRA,NA,
238678,1999,19990831,AFIBEL,FRA,NA,
238679,1999,19991231,ALTEDIA,FRA,NA,
238681,1997,19971231,AUDIKA GROUPE,FRA,NA,
238682,2000,20001231,AUFEMININ,FRA,NA,
238696,1998,19981231,AURES TECHNOLOGIES,FRA,NA,
238697,1997,19970630,BASTIDE CONFORT MEDICAL SA,FRA,NA,
238698,1999,20000331,BIGBEN INTERACTIVE,FRA,NA,
238699,1996,19961231,BOULANGERIE EUROPE,FRA,NA,
238700,1998,19981231,BRICODEAL SA,FRA,NA,
238701,1998,19981231,BUFFALO GRILL,FRA,NA,
238702,1997,19971231,IDEAL MEDICAL PRODUCTS SA,FRA,NA,
238703,1999,19991231,CAMAIEU SA,FRA,NA,
238704,1998,19981231,VIDELIO SA,FRA,NA,
238705,1999,19991231,CATERING INTL SERVICES,FRA,NA,
238706,1997,19970630,IMV TECHNOLOGIES,FRA,NA,
238707,2000,20001231,CESAR,FRA,NA,
238708,1997,19971231,CGF GALLET SA,FRA,NA,
238709,1999,19991231,CHABERT DUVAL GROUPE SA,FRA,NA,
238710,1997,19980331,INNELEC MULTIMEDIA SA,FRA,NA,
238711,1996,19970430,CORA INDUSTRIES SA,FRA,NA,
238716,1999,19990930,COTTIN FRERES SA,FRA,NA,
238717,2004,20041231,INTEXA-INTL TEXTILES ASSOCIE,FRA,NA,
238718,1997,19971231,CRCAM SUD RHONE ALPES,FRA,NA,
238719,1998,19990228,IOLTECH,FRA,NA,
238720,1997,19971231,JACQUET METALS SA,FRA,NA,
238721,1995,19960331,GROUPE JAJ,FRA,NA,
238722,1999,19991231,JESTIN SA,FRA,NA,
238723,1998,19981231,KEYRUS,FRA,NA,
238724,1999,19990630,LABEYRIE SA,FRA,NA,
238725,1998,19981231,LE BELIER SA,FRA,NA,
238727,1999,19991231,CYBERSEARCH,FRA,NA,
238728,1997,19971231,DANE-ELEC MEMORY SA,FRA,NA,
238729,1999,19991231,HOPSCOTCH GROUPE SA,FRA,NA,
238730,1999,19991231,DELTA PLUS GROUP,FRA,NA,
238731,1998,19981231,EGIDE SA,FRA,NA,
238732,1999,19991031,TANNEUR ET CIE,FRA,NA,
238733,1998,19981231,ENCRES DUBUIT SA,FRA,NA,
238734,1998,19981231,ETUDES REALISATNS MOULES OUT,FRA,NA,
238735,1998,19980930,MAITRE FOURNIL SA,FRA,NA,
238736,1998,19980930,MEDIA 6 SA,FRA,NA,
238737,1999,19991231,MAKHEIA GROUP,FRA,NA,
238738,1997,19971231,MERMET INDUSTRIES SA,FRA,NA,
238739,1999,19991231,ESR,FRA,NA,
238740,1999,19991231,EURO CARGO SERVICES,FRA,NA,
238742,1999,19991231,FEDON (GIORGIO) & FIGLI SPA,ITA,NA,
238743,1999,19991231,MR BRICOLAGE SA,FRA,NA,
238744,1997,19980331,FPEE SA,FRA,NA,
238745,1997,19971231,NERGECO SA,FRA,NA,
238747,1997,19971231,GERARD PERRIER INDUSTRIE SA,FRA,NA,
238748,1998,19981231,NETRA SYSTEMS SA,FRA,NA,
238749,1999,19990930,GIFI,FRA,NA,
238751,1998,19981231,GROUPE PHILIPPE BOSC,FRA,NA,
238752,1998,19981231,GRAND MARNIER,FRA,NA,
238754,1998,19981231,GROUPE CENTRE RECHERCHES IND,FRA,NA,
238755,1999,19991231,OPTIMS,FRA,NA,
238756,1999,19991231,ELIXENS,FRA,NA,
238757,1996,19961231,GROUPE DUARTE SA,FRA,NA,
238758,1999,19991231,OXYMETAL,FRA,NA,
238759,1999,19991231,LES HOTELS BAVEREZ,FRA,NA,
238760,1998,19981231,PARCOURS SA,FRA,NA,
238761,1997,19971231,PASSAT SA,FRA,NA,
238762,1999,19991231,PETIT FORESTIER,FRA,NA,
238763,1998,19981231,PISCINES WATERAIR,FRA,NA,
238776,1997,19971231,SAIRP COMPOSITES SA,FRA,NA,
238777,1997,19971231,SICAL,FRA,NA,
238778,1999,20000331,SII,FRA,NA,
238779,1999,19991231,SITICOM GROUP,FRA,NA,
238780,1997,19971231,SOGECLAIR SA,FRA,NA,
238782,2006,20061231,FONCIERE VOLTA SA,FRA,NA,
238783,1999,19990630,AEDIAN,FRA,NA,
238816,1999,19991231,HEXAOM S.A.,FRA,NA,
238817,2001,20011231,SQLI SA,FRA,NA,
238837,1999,19991231,POLIGRAFICA S FAUSTINO SPA,ITA,NA,
