gvkey,fyear,datadate,conm,fic,cik,ein
256886,2000,20010331,MUTUAL CORP,JPN,NA,
256887,2001,20020331,NETMARKS INC,JPN,NA,
256888,1994,19941231,SHANGHAI MALING AQUARIUS CO,CHN,NA,
256890,1999,19991231,BENFIELD GROUP LTD,BMU,NA,
256918,2001,20010630,ICHITAKA CO LTD,JPN,NA,
256919,2002,20021231,EXMAR SA,BEL,NA,
256938,2001,20020331,TXO PLC,GBR,NA,
256939,2001,20010630,FIREANGEL SAFETY TECH PLC,GBR,NA,
256940,2002,20030331,AFRICAN PLATINUM,GBR,NA,
256941,2001,20020331,SINGAPORE POST LTD,SGP,NA,
256942,2002,20021231,REGAL PETROLEUM PLC,GBR,NA,
256943,1998,19980731,GRAFENIA PLC,GBR,NA,
256944,2001,20011231,PREZZO PLC,GBR,NA,
256945,2001,20011231,PETROPAVLOVSK PLC,GBR,1250542,
256946,2001,20011031,PARKDEAN HOLIDAYS LTD,GBR,NA,
256947,1998,19981231,MUZA SA,POL,NA,
256948,2002,20021231,MONTERRICO METALS PLC,GBR,NA,
256951,1999,19990930,IMAGE SCAN HLDGS PLC,GBR,NA,
256952,2001,20010930,PATAGONIA GOLD CORP,GBR,NA,
256953,2001,20020331,PROVENTEC,GBR,NA,
256954,2002,20030430,FAIRPOINT GROUP,GBR,NA,
256955,2001,20010930,COBRA BIO-MANUFACTURING PLC,GBR,NA,
256956,2001,20020331,CENTRAL AFRICAN MNG & EXPL,GBR,NA,
256957,2000,20000930,CARDPOINT PLC,GBR,NA,
256958,2001,20011130,BLACKROCK INCOME AND GROWTH,GBR,NA,
256959,2002,20021231,BRIGHT FUTURES GROUP PLC,GBR,NA,
256960,2003,20040331,YOURGENE HEALTH PLC,GBR,NA,
256961,2001,20020331,MBL GROUP PLC,GBR,NA,
256978,1998,19981231,CHINA FINANCE INV HOLDINGS,BMU,NA,
256979,1999,19991231,YAWAL SA,POL,NA,
256980,1998,19981231,ASKARI GENERAL INSURANCE,PAK,NA,
256981,1995,19950630,ATLAS BATTERY LTD,PAK,NA,
256982,2002,20020630,BISALLOY STEEL GROUP LTD,AUS,NA,
256983,1994,19941231,BERGER PAINTS PAKISTAN LTD,PAK,NA,
256984,1998,19980630,BIAFO INDUSTRIES LTD,PAK,NA,
256986,2005,20050630,BLESSED TEXTILES LTD,PAK,NA,
256987,1998,19980630,BOLAN CASTINGS LTD,PAK,NA,
256988,2002,20030131,CI TRADERS LTD,GBR,NA,
256989,2000,20010331,COMPACT POWER HLDGS,GBR,NA,
256990,2000,20000630,DICKINSON LEGG GROUP PLC,GBR,NA,
256991,1996,19970331,EICHER LTD,IND,NA,
256992,1999,19991231,NAUTILUS MARINE SERVICES PLC,GBR,NA,
256993,1995,19951231,SHENGYI TECHNOLOGY CO LTD,CHN,NA,
256994,1999,20000331,QUADRANT TELEVENTURES LTD,IND,NA,
256995,1997,19980331,KALYANI FORGE LTD,IND,NA,
256996,1999,20000331,KUJU PLC,GBR,NA,
256998,2004,20041231,ZAKLADY CHEMICZNE PERMEDIA,POL,NA,
256999,1997,19980331,SHREE DIGVIJAY CEMENT CO LTD,IND,NA,
257018,2001,20020331,SEIKO EPSON CORP,JPN,1261759,
257040,2002,20021231,NEOCHIMIKI IND AND COMMERCIA,GRC,NA,
257041,1999,19991231,VET AFFAIRES,FRA,NA,
257058,1996,19961231,XINXIANG CHEMICAL FIBRE,CHN,NA,
257059,1997,19971231,CHALKIS HEALTH INDUSTRY CO,CHN,NA,
257060,2000,20000930,WALCHANDNAGAR INDUSTRIES,IND,NA,
257061,2003,20031231,VICTOR TAICHUNG MACHINERY,TWN,NA,
257062,2001,20020430,VANTIS,GBR,NA,
257063,1996,19961231,HARBIN ELECTRIC CORP,CHN,NA,
257064,2002,20021231,TECO IMAGE,TWN,NA,
257065,1995,19960331,SPEL SEMICONDUCTOR,IND,NA,
257066,1996,19961231,CENTURY INSURANCE CO LTD,PAK,NA,
257067,1997,19980331,SILICON VALLEY INFOTECH,IND,NA,
257068,1993,19931231,JINKE PROPERTY GROUP CO LTD,CHN,NA,
257069,2002,20021231,SERCOMM CORP,TWN,NA,
257070,2001,20020331,CINEVISTA LTD,IND,NA,
257071,1998,19990331,C C LAND HOLDINGS LTD,BMU,NA,
257072,1996,19961231,CONCORD SECURITIES CORP,TWN,NA,
257074,2002,20021231,NAN TSAN CO LTD,TWN,NA,
257075,1996,19960630,NACHMO KNITEX,IND,NA,
257076,1999,19990630,NOESIS INDUSTRIES LTD,IND,NA,
257078,1999,19991231,CRCAM ALPES-PROVENCE,FRA,NA,
257079,2000,20000930,ACCESSO TECHNOLOGY GROUP PLC,GBR,NA,
257080,2002,20021231,KWONG LUNG ENTERPRISE,TWN,NA,
257081,1998,19981231,KARDAN VEHICLE LTD,ISR,NA,
257082,1991,19911231,GUANGZHOU HENGYUN ENT HLDGS,CHN,NA,
257083,1997,19980331,DANLAW TECHNOLOGIE INDIA LTD,IND,NA,
257085,1997,19971231,NEWLAND DIGITAL TECH CO LTD,CHN,NA,
257086,2005,20060331,EIH ASSOC HOTELS LTD,IND,NA,
257087,1999,19990630,ENCORE SOFTWARE LTD,IND,NA,
257088,1999,20000331,ESCORTS FINANCE LTD,IND,NA,
257089,1996,19961231,VALENCIANA DE NEGOCIOS SA,ESP,NA,
257098,1995,19950630,1ST FIDELITY LEAS MODARABA,PAK,NA,
257100,1999,19991231,ACE DIGITECH CO LTD,KOR,NA,
257102,1997,19980331,ANDHRA BANK LTD,IND,NA,
257103,2000,20010331,APLAB LTD,IND,NA,
257105,1995,19960331,ARVIND REMEDIES LTD,IND,NA,
257106,2002,20021231,AUROTEK CORP,TWN,NA,
257107,2002,20021231,AVERLOGIC TECHNOLOGIES CORP,TWN,NA,
257108,2001,20020331,BALMER LAWRIE INVESTMENTS,IND,NA,
257109,1999,19991231,BARUN ELECTRONICS CO LTD,KOR,NA,
257110,1997,19980331,BLUE CHIP INDIA CO LTD,IND,NA,
257112,2002,20021231,CCP CONTACT PROBES CO LTD,TWN,NA,
257113,1999,19991231,CELL BIOTECH CO LTD,KOR,NA,
257114,2000,20010331,CENTURION BANK LTD,IND,NA,
257115,1995,19960331,IGARASHI MOTORS INDIA LTD,IND,NA,
257116,2002,20021231,CHANT SINCERE CO LTD,TWN,NA,
257117,2002,20021231,CHAUN-CHOUNG TECHNOLOGY,TWN,NA,
257118,2001,20011231,CKD BIO CORP,KOR,NA,
257119,2001,20011231,COMPAGNIA ITALIANA TURISMO,ITA,NA,
257120,2001,20011231,CITIC SECURITIES CO LTD,CHN,NA,
257121,1996,19970331,CLASSIC DIAMONDS(INDIA) LTD,IND,NA,
257122,2002,20021231,YUFO ELECTRONICS CO LTD,TWN,NA,
257123,2002,20021231,YFC-BONEAGLE ELECTRIC CO LTD,TWN,NA,
257124,2002,20021231,YEH-CHIANG TECHNOLOGY CO LTD,TWN,NA,
257125,1997,19980331,XPRO INDIA LTD,IND,NA,
257127,1999,19991231,XIAMEN FARATRONIC CO,CHN,NA,
257128,2001,20020331,CRANES SOFTWARE INTL LTD,IND,NA,
257129,2000,20001231,WOOSHIN SYSTEMS,KOR,NA,
257130,1999,19991231,CRCAM AQUITAINE,FRA,NA,
257132,1999,20000430,CUBIC KOREA INC,KOR,NA,
257133,1996,19960630,AYM SYNTEX LTD,IND,NA,
257134,1995,19960331,DFL INFRASTRUCTURE FINANCE,IND,NA,
257136,1995,19960331,WATERBASE,IND,NA,
257137,1995,19960331,DHARANI SUGARS & CHEMICALS,IND,NA,
257138,1998,19980630,WAH NOBEL CHEMICALS LTD,PAK,NA,
257139,1997,19971231,DHUNSERI VENTURES LTD,IND,NA,
257140,2002,20021231,V-TAC TECHNOLOGY CO LTD,TWN,NA,
257141,1999,20000331,VIMTA LABORATORIES,IND,NA,
257142,1999,19991231,DISPLAY TECH CO LTD,KOR,NA,
257143,2002,20020930,TREND ELECTRONICS LTD,IND,NA,
257144,1999,19991231,FLEXCOM INC,KOR,NA,
257145,1999,19991231,VICTEK CO LTD,KOR,NA,
257146,2002,20021231,DRAYTEK CORP,TWN,NA,
257147,1999,19991231,DSR WIRE CORP,KOR,NA,
257149,1998,19990331,ECE INDUSTRIES LTD,IND,NA,
257150,1997,19980331,USHA INTERNATIONAL,IND,NA,
257151,2001,20011231,ELVERKET VALLENTUNA AB,SWE,NA,
257152,2002,20021231,UNIVERSAL MULTIMEDIA,FRA,NA,
257153,2002,20021231,ENFIELD MEDICAL CO LTD,TWN,NA,
257154,2002,20021231,UNITED FIBER OPTIC,TWN,NA,
257155,2000,20001231,EUROCRYSTAL,FRA,NA,
257156,1999,20000331,UNION BANK OF INDIA,IND,NA,
257157,1996,19970531,TTK HEALTHCARE,IND,NA,
257158,2002,20021231,EVERFOCUS ELECTRONICS CO LTD,TWN,NA,
257159,2002,20021231,TRINITY WATTHANA,THA,NA,
257160,1999,19991231,FANTOM ENTMT GROUP CO LTD,KOR,NA,
257161,2002,20021231,FLYTECH TECHNOLOGY CO LTD,TWN,NA,
257162,2001,20011231,DARWIN PRECISIONS CORP,TWN,NA,
257164,2002,20021231,FULL WANG INTL DEV CO LTD,TWN,NA,
257165,1993,19931231,FUJIAN MINYUE HUADIAO WINE,CHN,NA,
257166,1999,19991231,TOP ENGINEERING CO LTD,KOR,NA,
257167,1999,19991231,JW SHINYAK CORP,KOR,NA,
257168,1998,19990331,TRANS GENIC INC,JPN,NA,
257169,1997,19971231,UNYLON AG,DEU,NA,
257170,2000,20001231,THINK-MEDIA,BEL,NA,
257171,2000,20000630,FUTUREN SA,FRA,NA,
257172,1999,20000331,TEXMACO INFRASTRUCTURE & HLD,IND,NA,
257173,1999,19991231,TENGDA CONSTRUCTION GROUP,CHN,NA,
257175,2003,20031231,TTY BIOPHARM CO LTD,TWN,NA,
257176,2002,20021231,SYSTEX CORP,TWN,NA,
257177,1999,19991231,Y-OPTICS MANUFACTURE CO LTD,KOR,NA,
257178,1999,19991231,FN REPUBLIC CO LTD,KOR,NA,
257179,2002,20021231,FULL RISE ELECTRONIC CO LTD,TWN,NA,
257180,2002,20021231,MACNICA GALAXY INC,TWN,NA,
257181,2002,20021231,GENESIS TECHNOLOGY INC (TWN),TWN,NA,
257183,1999,19991231,STANDARD DIAGNOSTICS INC,KOR,NA,
257185,2000,20010331,SOFTWARE TECHNOLOGY GROUP,IND,NA,
257186,1999,19991231,ELUON CORP,KOR,NA,
257187,2002,20021231,SOARING TECHNOLOGY CO LTD,TWN,NA,
257189,2002,20021231,GLOTECH INDUSTRIAL CORP,TWN,NA,
257190,2001,20011231,SIMPLO TECHNOLOGY,TWN,NA,
257191,1995,19960331,GMM PFAUDLER LTD,IND,NA,
257192,1995,19960331,SHERVANI INDL SYNDICATE,IND,NA,
257193,1997,19980331,GRABAL ALOK IMPEX LTD,IND,NA,
257194,2002,20021231,SEA SONIC ELECTRONICS CO LTD,TWN,NA,
257195,1998,19990331,GRANULES INDIA LTD,IND,NA,
257196,1999,19991231,SBS CONTENTS HUB CO LTD,KOR,NA,
257197,2002,20021231,HYDROGEN POWER CO LTD,KOR,NA,
257198,2003,20030930,SARGODHA SPINNING MILLS,PAK,NA,
257199,1997,19980331,SANWARIA CONSUMER LTD,IND,NA,
257200,2001,20020331,GOCL CORP LTD,IND,NA,
257201,1999,19991231,LEADERS COSMETICS CO LTD,KOR,NA,
257202,1996,19960930,GULISTAN SPINNING MILLS LTD,PAK,NA,
257203,1999,19991231,SAMYUNG ENC CO LTD,KOR,NA,
257204,2002,20021231,SAMPO TECHNOLOGY,TWN,NA,
257205,1995,19951231,GWANGJU SHINSEGAE CO LTD,KOR,NA,
257206,1992,19921231,ARCPLUS GROUP PLC,CHN,NA,
257207,1999,19991231,HAATZ INC,KOR,NA,
257208,1995,19950630,FIRST HABIB MODARABA,PAK,NA,
257209,2000,20001231,REGENBOGEN AG,DEU,NA,
257210,2002,20021231,RECHI PRECISION,TWN,NA,
257211,1997,19980331,NOVAMEX,FRA,NA,
257212,1993,19931231,HAINAN DADONGHAI TOURISM,CHN,NA,
257213,1999,19991231,BIOVILL CO LTD,KOR,NA,
257214,2002,20021231,PULAI SPRINGS BHD,MYS,NA,
257215,1995,19951231,GEO-JADE PETROLEUM CORP,CHN,NA,
257217,2002,20021231,HAUMAN TECHNOLOGIES CORP,TWN,NA,
257218,2002,20021231,P-TWO INDUSTRIES INC,TWN,NA,
257219,2002,20021231,PROLIFIC TECHNOLOGY INC,TWN,NA,
257220,1999,19991231,KS RESOURCES CORP,KOR,NA,
257221,2009,20090930,PREMIER SUGAR MILLS,PAK,NA,
257222,2002,20021231,POLYTRONICS TECHNOLOGY CORP,TWN,NA,
257223,2003,20031231,HIGHLIGHT TECH CO,TWN,NA,
257224,1999,19991231,POLYPLUS CO LTD,KOR,NA,
257226,2000,20010331,HINDUSTAN BIO SCIENCES LTD,IND,NA,
257227,1999,19991231,MARKETINGROUP SA (THE),FRA,NA,
257228,2002,20021231,PENPOWER TECHNOLOGY,TWN,NA,
257229,2002,20021231,PARA LIGHT ELECTRONICS CO,TWN,NA,
257230,2003,20031231,HISTEEL CO LTD,KOR,NA,
257231,1998,19980630,FUTURE ENTERPRISES LTD,IND,NA,
257232,2002,20021231,HUCHEMS FINE CHEMICAL CORP,KOR,NA,
257233,2008,20080630,PAKISTAN DATACOM,PAK,NA,
257235,2002,20021231,SINO TACTFUL CO LTD,TWN,NA,
257236,1999,19991231,XANA-BIOMIX CO LTD,KOR,NA,
257237,2001,20010630,OUDH SUGAR MILLS,IND,NA,
257238,1995,19960331,ORIENT ABRASIVES,IND,NA,
257240,1999,19990930,IBE HOLDINGS INC,JPN,NA,
257241,2001,20020331,NOIDA TOLL BRIDGE CO LTD,IND,NA,
257243,1997,19980331,NOBLE EXPLOCHEM,IND,NA,
257244,2000,20000630,NIMIR RESINS LTD,PAK,NA,
257245,2002,20021231,NEW PALACE INTL CO LTD,TWN,NA,
257246,2002,20021231,NEW ERA ELECTRONICS,TWN,NA,
257247,1999,19991231,NE NEUNGYULE INC,KOR,NA,
257248,1995,19960331,INDAG RUBBER LTD,IND,NA,
257249,1996,19960930,NCL INDUSTRIES,IND,NA,
257251,2001,20020331,NATIONAL PEROXIDE,IND,NA,
257252,1995,19960331,INDIAN HUME PIPE CO LTD,IND,NA,
257253,1997,19980331,NCC LTD,IND,NA,
257254,2002,20021231,ENTEGRA LTD,IND,NA,
257255,2001,20020331,MOVING PICTURE CO INDIA,IND,NA,
257256,2002,20021231,MPI CORP,TWN,NA,
257257,2002,20021231,INSYDE SOFTWARE CORP,TWN,NA,
257258,2001,20020331,MCNALLY BHARAT ENGINEERING,IND,NA,
257259,1998,19990331,J.L. MORISON(INDIA) LTD,IND,NA,
257260,2000,20001031,EROM TECH CO LTD,KOR,NA,
257261,1995,19960331,MACHINO PLASTICS,IND,NA,
257262,2002,20021231,JESS-LINK PRODUCTS CO LTD,TWN,NA,
257263,2002,20021231,LASER TEK TAIWAN,TWN,NA,
257264,1995,19950630,PHILIP MORRIS (PAKISTAN) LTD,PAK,NA,
257265,1999,19991231,KPM TECH CO LTD,KOR,NA,
257266,1999,19991231,FONET CO LTD,KOR,NA,
257267,1999,20000331,JINDAL STEEL & POWER LTD,IND,NA,
257268,1999,19991231,CHOROKBAEM MEDIA CO,KOR,NA,
257269,1996,19960930,JAUHARABAD SUGAR MILLS LTD,PAK,NA,
257270,2000,20010331,KABRA EXTRUSIONTECHNIK LTD,IND,NA,
257271,2000,20000930,OX HOLDINGS CO LTD,JPN,NA,
257272,2002,20021231,KENMEC MECHANICAL ENG,TWN,NA,
257273,2002,20021231,KINTECH ELECTRONICS CO,TWN,NA,
257279,1995,19951231,BICICLETAS MONARK SA,BRA,NA,
257280,2001,20010930,ALBANY CAPITAL PLC,GBR,NA,
257282,2002,20030131,DARTY PLC,GBR,NA,
257283,2005,20051231,CAPITALES SA,CHL,NA,
257284,2002,20020630,AEOREMA COMMUNICATIONS PLC,GBR,NA,
257285,1998,19980630,EXCEL GLASSES LTD,IND,NA,
257286,2001,20011231,FASSON AG,DEU,NA,
257287,2004,20041231,GENERAL DE SEGUROS SAB,MEX,NA,
257288,1998,19981231,GPC PARTICIPACOES SA,BRA,NA,
257290,1999,19991231,BLUE MARLIN HOLDINGS SA,LUX,NA,
257292,1999,19990930,AN TEXTILE MILLS LTD,PAK,NA,
257293,2000,20000930,JK PHARMACHEM LTD,IND,NA,
257295,1998,19981231,PRIMETECH S.A,POL,NA,
257296,2001,20020430,CAPITAL IDEAS,GBR,NA,
257297,1999,20000331,SECURITY RESEARCH GROUP PLC,GBR,NA,
257299,2008,20081231,MORION (PERM),RUS,NA,
257301,1999,19991231,QPR SOFTWARE OYJ,FIN,NA,
257302,2003,20031231,RESILIENT REIT LTD,ZAF,NA,
257303,2003,20030930,RINGPROP PLC,GBR,NA,
257304,1997,19980331,RUBY MILLS LTD,IND,NA,
257305,2001,20011231,RYANE ADIBUSANA TBK PT,IDN,NA,
257306,2001,20010930,LEGION GROUP PLC,GBR,NA,
257307,2004,20041231,STALPROFIL SA,POL,NA,
257308,2003,20031231,WISTIL SA,POL,NA,
257358,2004,20040630,BROOKFIELD AUSTR OPP FUND,AUS,NA,
257359,1998,19980731,ASSOCIANT TECHNOLOGY INC,JPN,NA,
257360,1996,19961231,UNICREDIT BANK AUSTRIA AG,AUT,NA,
257362,1999,19991231,CHINA UNITED TELECOMMUICATIN,CHN,NA,
257363,2003,20031231,BLUE VISION A/S,DNK,NA,
257365,1999,19991231,MODEC INC (JAPAN),JPN,NA,
257366,1992,19921231,MONTEBALITO SA,ESP,NA,
257367,1997,19980331,SHIOMI HOLDINGS CORP,JPN,NA,
257378,2000,20001231,AQ GROUP AB,SWE,NA,
257379,1996,19960930,BHANERO TEXTILE MILLS LTD,PAK,NA,
257382,2010,20101231,CLUB DE POLO Y EQUITACION SA,CHL,NA,
257383,2002,20030430,CORONATION FUND MANAGERS,ZAF,NA,
257385,1998,19981231,GABAY PROPERTIES AND DEV LTD,ISR,NA,
257388,1999,19991231,HYRICAN INFORMATIONSSYSTME,DEU,NA,
257392,2003,20031231,PT TEMAS TBK,IDN,NA,
257398,2000,20010228,FIRST DERIVATIVES PLC,GBR,NA,
257399,2003,20031231,BEIJING CAPITAL LAND LTD,CHN,NA,
257400,2003,20031231,CHINASOFT INTL LTD,CYM,NA,
257401,2000,20000630,GOOD RESOURCES HOLDINGS LTD,BMU,NA,
257402,2002,20020630,GLISTEN PLC,GBR,NA,
257403,2003,20031231,CHINA DIGITAL CULTURE GROOUP,BMU,NA,
257406,2002,20030331,HONG KONG RESOURCES HLDGS CO,BMU,NA,
257407,2001,20011231,SAUDI PHARMA&MEDICAL APP,SAU,NA,
257408,2003,20031231,SUPERDATA SOFTWARE HOLDINGS,CYM,NA,
257409,2001,20020331,BINGO GROUP HOLDINGS LTD,CYM,NA,
257411,2002,20030331,HIBU PLC,GBR,NA,
257418,2002,20021231,ABERFORTH GEARED CAPITAL,GBR,NA,
257420,2002,20021130,BARONSMEAD VCT 4 PLC,GBR,NA,
257421,2000,20001231,BANK MANDIRI (PERSERO) TBK,IDN,1461748,
257422,2000,20000930,CENTURION ELECTRONICS PLC,GBR,NA,
257424,2002,20030331,ECOFIN WATER & POWER,GBR,NA,
257425,1998,19981231,GRUPO BAFAR SA DE CV,MEX,NA,
257427,1990,19901231,HIPODROMO CHILE SA,CHL,NA,
257433,2003,20031031,JPMORGAN RUSSIAN SEC PLC,GBR,NA,
257434,2002,20021231,MERRILL LYNCH FTSE100 GRWTH,GBR,NA,
257438,1999,20000331,VEEKO INTL HLDGS LTD,CYM,NA,
257499,2000,20001231,IANSAGRO SA,CHL,NA,
257502,2002,20020930,UNICORN AIM VCT PLC,GBR,NA,
257538,2002,20020731,EPIC BRAND INVESTMENTS,GBR,NA,
257539,1999,20000331,THE JAMMU & KASHMIR BANK LTD,IND,NA,
257558,1998,19990131,SHINTO HOLDINGS INC,JPN,NA,
257559,2001,20010930,DWANGO CO LTD,JPN,NA,
257560,2000,20010531,NIPPON RESTAURANT SYSTEM INC,JPN,NA,
257578,2001,20011231,ACCESS2NET,FRA,NA,
257580,2004,20041231,INVERNOVA SA,CHL,NA,
257581,1998,19990331,SUNGOLD CAPITAL LTD,IND,NA,
257598,1999,19991231,P.G.O AUTOMOBILES,FRA,NA,
257599,2002,20021231,DMX TECHNOLOGIES GROUP LTD,BMU,NA,
257638,2003,20030630,SCOTT TOD PLC,GBR,NA,
257641,2002,20021231,DNO NORTH SEA PLC,GBR,NA,
257642,2001,20011231,IT WAY,ITA,NA,
257644,2001,20011231,LOGISMOS INFO SYSTEMS SA,GRC,NA,
257647,2002,20030228,SONDEX PLC,GBR,NA,
257658,1995,19951231,CIA ESTADUAL DE GERACAO E TR,BRA,NA,
257659,2001,20011231,GRUPO PROFUTURO SA DE CV,MEX,NA,
257660,2002,20020630,PURE ALUMINA LTD,AUS,NA,
257662,2003,20031231,KOON HOLDINGS LTD,SGP,NA,
257663,1999,20000331,LOGIC INSTRUMENT SA,FRA,NA,
257664,2002,20030331,RENESAS ELECTRONICS CORP,JPN,NA,
257665,2006,20060630,SAJJAD TEXTILE MILLS LTD,PAK,NA,
257678,2003,20030630,JUBILEE METALS GROUP PLC,GBR,NA,
257679,1999,20000531,SURFACE TRANSFORM PLC,GBR,NA,
257698,1998,19981231,COMPANIAS CIC SA,CHL,NA,
257700,1996,19961231,JEREISSATI PARTICIPACOES SA,BRA,NA,
257701,2000,20001231,LOCAMEX HOLDING,FRA,NA,
257718,2003,20031231,CHINA RESOURCES CEMENT HLDGS,CYM,NA,
257719,2003,20040331,MISAWA HOMES CO LTD,JPN,NA,
257738,2001,20011231,A&T CORP,JPN,NA,
257739,2003,20031231,AAPICO HITECH PCL,THA,NA,
257740,2003,20031231,A-S CHINA PLUMBING PRODUCTS,CYM,NA,
257741,2003,20031231,BEGISTICS PCL,THA,NA,
257742,2002,20021231,BAOYE GROUP CO LTD,CHN,NA,
257743,2002,20021231,BONJOUR HOLDINGS LTD,CYM,NA,
257744,2002,20021231,CHINESE FOOD AND BEVERAGE GR,CYM,NA,
257745,2001,20011231,CASSINA IXC LTD,JPN,NA,
257746,2003,20031231,COMBA TELECOM SYSTEM HLDGS,CYM,NA,
257747,2003,20031231,DAWNRAYS PHARMACEUTICAL,CYM,NA,
257748,2003,20030630,EGV ENTERTAINMENT PCL,THA,NA,
257749,2004,20040630,ZELDA THERAPEUTICS LTD,AUS,NA,
257750,1998,19981231,GPO FINANCIERO INTERACCIONES,MEX,NA,
257751,2004,20041231,MING LAM HOLDINGS LTD,CYM,NA,
257752,2003,20031231,IT CITY PCL,THA,NA,
257753,2002,20021231,KO YO CHEMICAL (GROUP) LTD,CYM,NA,
257754,2003,20031231,LEEPORT HOLDINGS,BMU,NA,
257755,2003,20040331,LEOC CO LTD,JPN,NA,
257756,2003,20031231,MIDA ASSETS PCL,THA,NA,
257757,2003,20031231,FUTURE WORLD FINANCIAL HLDGS,CYM,NA,
257758,2002,20021231,CHINA HEALTH GROUP INC,CYM,NA,
257759,2003,20031231,TELECOM ITALIA MEDIA SPA,ITA,NA,
257778,2001,20011231,BARONSMEAD SECOND VENTURE,GBR,NA,
257780,1997,19980331,ORYX INTL GROWTH FUND LTD,GGY,NA,
257858,2005,20051130,CHEMISTRY COMMUNICATIONS GP,GBR,NA,
257859,1990,19901231,CLUB HIPICO SANTIAGO,CHL,NA,
257860,2000,20000930,INCITEC PIVOT LTD,AUS,1446699,
257878,2000,20001231,YTN,KOR,NA,
257882,1999,19990630,WELLINGTON DRIVE TECH,NZL,NA,
257883,2000,20010331,URBUS PROPERTIES,NZL,NA,
257884,2000,20001231,UANGEL CO LTD,KOR,NA,
257885,2001,20010630,TURNERS GROUP NZ LTD,NZL,NA,
257886,2000,20001231,TELLINGS GOLDEN MILLER GRP,GBR,NA,
257889,1995,19951231,SOLCO BIOMEDICAL,KOR,NA,
257890,1999,20000331,SOFTWARE OF EXCELLENCE INTL,NZL,NA,
257891,2003,20031231,SINOMEM TECHNOLOGY LTD,SGP,NA,
257892,2000,20001231,SHINSEGAE FOOD SYSTEM,KOR,NA,
257893,2000,20001231,SEKONIX CO LTD,KOR,NA,
257894,2001,20011231,RFTECH CO LTD,KOR,NA,
257897,2000,20001231,Q&S & SI TECH CO,KOR,NA,
257898,1995,19951231,PYEONG HWA AUTOMATIVE,KOR,NA,
257899,1990,19901231,PS TEC,KOR,NA,
257900,1999,19991231,YG PLUS INC,KOR,NA,
257902,2003,20040331,ARGOSY PROPERTY LTD,NZL,NA,
257903,2003,20031231,NONGSHIM HOLDINGS CO LTD,KOR,NA,
257905,1997,19971231,NONG WOO BIO CO,KOR,NA,
257906,1995,19951231,DST CO LTD,KOR,NA,
257907,1997,19971231,CAVOTEC MSL HLDGS LTD,NZL,NA,
257908,2004,20040930,CATENAE INNOVATION PLC,GBR,NA,
257909,2002,20030331,MICAP,GBR,NA,
257910,2000,20001231,K&C GLOBAL CO LTD,KOR,NA,
257911,1996,19961231,LIWE ESPANOLA SA,ESP,NA,
257912,2000,20001231,LEENO INDUSTRIAL INC,KOR,NA,
257914,2000,20001231,ACTOZ SOFT CO LTD,KOR,NA,
257915,1995,19951231,AGABANG & CO,KOR,NA,
257916,2000,20001231,KCC ENGR & CONSTR CO LTD,KOR,NA,
257917,1997,19970630,ALLIED FARMERS LTD,NZL,NA,
257918,2001,20011231,KRTNET CORP,KOR,NA,
257919,2000,20001231,KOREA COMPUTER INC,KOR,NA,
257921,2003,20031231,ALLIED TECHNOLOGIES LTD,SGP,NA,
257922,2000,20010331,KOOKJE ELECTRIC KOREA CO,KOR,NA,
257924,1999,19990831,WELLINGTON MERCHANTS LTD,NZL,NA,
257925,2001,20020331,KIDICORP LTD,NZL,NA,
257926,1999,19991231,JAEYOUNG SOLUTEC CO LTD,KOR,NA,
257927,1999,19991231,AMOTECH CO LTD,KOR,NA,
257928,2002,20021231,JUKEN TECHNOLOGY,SGP,NA,
257933,2003,20030630,ASB CAPITAL LTD,NZL,NA,
257935,1999,19991231,HANP INC,KOR,NA,
257936,1990,19901231,STARMAX CO LTD,KOR,NA,
257937,2000,20010331,BLIS TECHNOLOGIES,NZL,NA,
257938,2001,20020331,BOTRY-ZEN LTD,NZL,NA,
257939,2001,20010630,CADMUS TECHNOLOGY LTD,NZL,NA,
257940,1993,19931231,CJ FRESHWAY CORP,KOR,NA,
257943,1999,19991231,MCTT CORE INC,KOR,NA,
257944,2000,20001231,SINCETIMES CO LTD,KOR,NA,
257945,1999,19991231,INTERFLEX CO LTD,KOR,NA,
257946,2002,20020630,CUSTOMVIS PLC,GBR,NA,
257947,2001,20011231,INSUN ENVIRONMENTAL NEW TECH,KOR,NA,
257948,1999,19991231,KGINICIS CO LTD,KOR,NA,
257949,2000,20001231,HYUNDAI BIOSCIENCE CO LTD,KOR,NA,
257950,1999,19991231,HISMARTECH CO LTD,KOR,NA,
257951,1997,19971231,ELCOMTEC CO LTD,KOR,NA,
257952,2001,20010630,HANJIN P & C CO LTD,KOR,NA,
257953,1999,19991231,HANA TOUR SERVICE,KOR,NA,
257954,2001,20011231,GAEASOFT,KOR,NA,
257955,2001,20020131,FUTURA MEDICAL,GBR,NA,
257956,2000,20001231,FEELINGK CO LTD,KOR,NA,
257958,2001,20011231,DAEJIN DMP CO LTD,KOR,NA,
257961,2002,20021231,SAVEZONE I&C CORP,KOR,NA,
257963,2002,20021231,INTERRA RESOURCES,SGP,NA,
257965,2000,20001231,ENTER TECH CO LTD,KOR,NA,
257966,2000,20001231,HOMECAST CO LTD,KOR,NA,
257967,2003,20031231,KOREA INVESTMENT HLDGS CO,KOR,NA,
